Verse Text (Ata Manobo),Verse Text (English)
Songo ogkounawa kow to igbat-ow to goinawa to tibo no mgo otow. Ka lunsud no dio to ampow to bubungan kono atag ogpokoholos.,“You are the light of the world. A town built on a hill cannot be hidden.
Songo waro otow no ogparokot to ilawan no ogsalukuban din to lata. Di igsabuk din atag dio to unturanan no ogkalayagan ka tibo no ogsolod to baloy.,"Neither do people light a lamp and put it under a bowl. Instead they put it on its stand, and it gives light to everyone in the house."
"Unawa soini pad ka oghimuon now. Oglayag kow pinabayo to maroyow no batasan now dio to mgo otow su pinabayo to soini, ogsayoon to mgo otow ka Amoy tanow dio to langit.","In the same way, let your light shine before others, that they may see your good deeds and glorify your Father in heaven."
"Kono now doromdoma no nighondini ad to soin no kalibutan oyow og-ongkoran ku ka Balaod no ingalat kanta ni Moisis woy ko ka impasulat to Magboboot dongan to mgo talagnangon to kagi din. Di atag, ian inhondini ku to kalibutan oyow ogkatuman ka in-anad to Balaod, mgo kagi to mgo talagnangon.",“Do not think that I have come to abolish the Law or the Prophets; I have not come to abolish them but to fulfill them.
"Taman to warad ka langit woy ka kalibutan, waro agad sagboka no molintok no sugu to Magboboot no ogkoongkoran. Tibo no sugu to Magboboot ogkatuman. Indani now soini.","For truly I tell you, until heaven and earth disappear, not the smallest letter, not the least stroke of a pen, will by any means disappear from the Law until everything is accomplished."
"Agad hondoi otow no oglop-ang to agad sagboka no sugu to Magboboot, woy ig-anad din to duma rin oyow songo ogpalop-ang to sugu, sika otow no nig-anad, malintok lagboy sikandin uromo. Di ka otow no ogtuman to tibo no sugu to Magboboot woy ig-anad din to duma din oyow ogtuman to sugu, sikan no otow no nig-anad, dakol lagboy sikandin uromo ko ogkatuman on ka Pogsugu to Magboboot kai to tano.","Therefore anyone who sets aside one of the least of these commands and teaches others accordingly will be called least in the kingdom of heaven, but whoever practices and teaches these commands will be called great in the kingdom of heaven."
"Ognangonan ku sikaniu, ogsakupon kow to Magboboot ko oghimuon now ka ogkoiniatan din, woy ko ka pogtuman now to mgo sugu din, labow pad to pogtuman to mgo talag-anad to Balaod woy to mgo Parisiu.","For I tell you that unless your righteousness surpasses that of the Pharisees and the teachers of the law, you will certainly not enter the kingdom of heaven."
"Natagaan now ka in-anad dongan to kaap-apuan tanow no insapad ka ogpamunu, su ka otow no ogbunu ogtangko to talaghusoy.","“You have heard that it was said to the people long ago, ‘You shall not murder, and anyone who murders will be subject to judgment.’"
"Nigparagas no nigkagi si Hisus to, “Songo ognangonan ku sikaniu to sikan no otow no ogkabolu to duma rin, songo oglogparan sikandin to Magboboot. Woy sika otow no ogkagi to duma din to, ‘Waro pulus nu no otow,’ litos no og-alapon sikandin dio to talaghusoy. Woy sika otow no ogkagi to duma din to, ‘Nalangog ka’, songo litos no oglogparan dio to hapuy no waro katamanan.","But I tell you that anyone who is angry with a brother or sister will be subject to judgment. Again, anyone who says to a brother or sister, ‘Raca,’ is answerable to the court. And anyone who says, ‘You fool!’ will be in danger of the fire of hell."
"Omunaan ko og-alapon nu ka igtubad nu dio to Magboboot, woy ogdoromdomon nu to duon salo nu to duma nu, galata nu pad ka igtubad nu duon to tubaranan woy pamitawa nu ka duma nu oyow ogpohushusayoy kow. Ko nohusayan on, libong ka no igbogoy nud on ka igtubad nu to Magboboot.","“Therefore, if you are offering your gift at the altar and there remember that your brother or sister has something against you,  leave your gift there in front of the altar. First go and be reconciled to them; then come and offer your gift."
"Ko duon otow no ogbayung koykow woy og-alapon ka dio to talaghusoy, maroyow ko ogpohushusayoy kow pa to wa kow pad mokouma dio to talaghusoy, su ko kono kow pad ogpasabuton to maroyow, og-alapon ka rin on dio to talaghusoy. Igbogoy ka dio to pulis no ogkapirisu kad on.","“Settle matters quickly with your adversary who is taking you to court. Do it while you are still together on the way, or your adversary may hand you over to the judge, and the judge may hand you over to the officer, and you may be thrown into prison."
"Nò, malogot ian ka soin no kagi ku koykow to ogpokougpo ka dio to pirisuan taman to ogkabayaran nu ka tibo no utang nu.”","Truly I tell you, you will not get out until you have paid the last penny."
Songo narinog now ka in-anad dongan to kaap-apuan tanow no kono ka oghilabot to kono no asawa nu.,"“You have heard that it was said, ‘You shall not commit adultery.’"
"Di ka koddi no ig-anad atag, kagi ni Hisus, ka lukos no tigbal do no ogpitow to boi no inat to igkoiniatan din no oghilabotan sikandin, sikan no lukos, nokopanlibug on sikandin dio to goinawa rin.",But I tell you that anyone who looks at a woman lustfully has already committed adultery with her in his heart.
"Ko pinabayo to kawanan no mata nu ogpakasalo ka, lukata nu woy igdogpak nu. Madmaroyow ko sagboka ro ka mata nu to duon darua no mata nu no igdogpak ka tibo no lawa nu dio to imperno.","If your right eye causes you to stumble, gouge it out and throw it away. It is better for you to lose one part of your body than for your whole body to be thrown into hell."
"Ko pinabayo to kawanan no bolad nu ogpakasalo ka, tampori nu woy igdogpak nu. Madmaroyow ko sagboka ro ka bolad nu to duon darua no bolad nu no igdogpak ka tibo no lawa nu dio to imperno.","And if your right hand causes you to stumble, cut it off and throw it away. It is better for you to lose one part of your body than for your whole body to go into hell."
"“Songo duon in-anad dongan to kaap-apuan tanow no ko duon lukos no og-ongkod to asawa din, awoson no ogbogoy ka lukos dut asawa rin to sulat to og-ongkod kandin.","“It has been said, ‘Anyone who divorces his wife must give her a certificate of divorce.’"
"Di koddi no ig-anad atag,” kagi ni Hisus, “ko og-ongkoran to lukos ka asawa rin no waro makasalo ka asawa rin kandin, ogpakapanlibug sikandin to sikan no boi ko oghutuk og-asawoon to dangob no lukos. Nò, ka lukos no og-asawa to sikan no nig-ongkoran no boi to asawa rin, songo ogpakapanlibug sikandin.”","But I tell you that anyone who divorces his wife, except for sexual immorality, makes her the victim of adultery, and anyone who marries a divorced woman commits adultery."
“Songo nigdinog now ka sugu dongan dio to minuna tanow no awoson no ogtumanon nu ian ka impangulibot nu dio to Magboboot.”,"“Again, you have heard that it was said to the people long ago, ‘Do not break your oath, but fulfill to the Lord the vows you have made.’"
"“Ka koddi no ig-anad atag,” kagi ni Hisus, “ko duon ignangon now to agad hontow otawa, kono kow ogpangulibot. Kono kow ogkagi to, ‘Hibot pad to langit woy ko hibot pad to tano’ su ka langit ian ka pinnuuanan to Magboboot woy ka tano ian ka og-unturanan to paa rin. Songo kono kow ogkagi to, ‘Hibot pad to lunsud to Hirusalim’ su ka Hirusalim ian ka lunsud to Magboboot no Labow no Igbuyag.","But I tell you, do not swear an oath at all: either by heaven, for it is God’s throne;  or by the earth, for it is his footstool; or by Jerusalem, for it is the city of the Great King."
"Agad ka ulu now, kono no ipangalibot su agad sagboka no aslag kono kow ogpakamaputi woy ko ogpokomoitom.","And do not swear by your head, for you cannot make even one hair white or black."
"Ian kow og-iling to ‘Hoo’ woy ko ‘Kono,’ su agad nokoy ka ignangon nu no malogoton now porom to innangon now, ligkat sikan ki Satanas no igbuyag to mgo busow,” kagi ni Hisus.",All you need to say is simply ‘Yes’ or ‘No’; anything beyond this comes from the evil one.
"Nigparagas no nigkagi si Hisus to, “Songo nigdinog now ka in-anad dongan to kaap-apuan tanow no ko duon otow no ogbuturon din ka mata to duma rin, awoson no songo ogkabutud sikandin. Woy ko duon otow no ogpakalupu to ngipon to duma din, awoson no songo ogkalupu ka kandin no ngipon.","“You have heard that it was said, ‘Eye for eye, and tooth for tooth.’"
"Di ka koddi no ig-anad kaniu, kagi ni Hisus, kono nu sulii ka otow no ogmaroot koykow. Woy ko ogtagpion ka kawanan no apongag nu, songo ipatagpi nu ka limang no apongag nu ko ogkoiniatan din.","But I tell you, do not resist an evil person. If anyone slaps you on the right cheek, turn to them the other cheek also."
"Woy ko duon otow no igdiklamo kaniu dio to talaghusoy oyow ogkuon din ka kinabo nu no dangob, ilagkos nu ibogoy kandin ka malayat so bolad.","And if anyone wants to sue you and take your shirt, hand over your coat as well."
"Ko duon sundalu no ogpogos kaniu no og-alap to kandin no kalaglagan taman to songo kilumitru ro, pasubloi now to songo sagboka no kilumitru.","If anyone forces you to go one mile, go with them two miles."
"Ko duon ogbuyu dio to koykow, bogayi nu, ko duon ogsamboy, pasambaya nu.”","Give to the one who asks you, and do not turn away from the one who wants to borrow from you."
"Nigparagas no nigkagi si Hisus to, “Songo nigdinog now ka in-anad dongan to kaap-apuan tanow to ogdakolon ta ka goinawa ta to mgo duma ta woy marooton ta ka goinawa ta to mgo usig ta.”","“You have heard that it was said, ‘Love your neighbor and hate your enemy.’"
"Di ka koddi no ig-anad atag, kagi ni Hisus, ogdakolon now ka goinawa now to mgo usig now woy ampui now ka mgo otow no ogbayadbayad kaniu.","But I tell you, love your enemies and pray for those who persecute you,"
"Himua now soini oyow ogkounawa kow to mgo anak to Magboboot no duon to langit, su waro mog-alam kandin no ogpasilo to allow to mgo otow no maroyow ro ka batasan dan; songo ogpalayag din ka allow to mgo otow no maroot ka batasan dan. Woy ogbogoy to og-uran dio to mgo matuwarong woy to mgo makasasalo.","that you may be children of your Father in heaven. He causes his sun to rise on the evil and the good, and sends rain on the righteous and the unrighteous."
"Kono now doromdoma no ogbogayan kow to Magboboot to igkasayo ko ogdakolon now ro ka goinawa now to mgo otow no oghimu to maroyow kaniu, su agad ka mgo talagkubla to buhis no maroot ka mgo batasan dan, songo duon goinawa ran to mgo otow no oghimu to maroyow kandan.","If you love those who love you, what reward will you get? Are not even the tax collectors doing that?"
"Woy ko ian now ro og-agpason ka mgo amigu now, nokoy naan ka ogkohimu now no labow to soini? Manio to ogsayoon kow porom? Ian su agad ka mgo otow no waro nigtuu to Magboboot songo oghimu to unawa to sikan.","And if you greet only your own people, what are you doing more than others? Do not even pagans do that?"
Omunaan og-awoson to songo oghogoton now ka pogtuu now su ka Amoy ta no dio to langit songo hogot ian ka pogdoromdom din kanta.,"Be perfect, therefore, as your heavenly Father is perfect."
"“Awoson no kono now himua ka kaniu no tumanon bahin to Balaod dio to tangkaan to mgo otow oyow ogkitoon kow,” kagi ni Hisus. “Ko soini ka oghimuon now kono kow on ogsulian to maroyow ligkat to Magboboot no Amoy tanow dio to langit.","Be careful not to practice your righteousness in front of others to be seen by them. If you do, you will have no reward from your Father in heaven."
"Nò, ko duon igkabogoy nu to mgo otow no publi, awoson no kono nu pasagmana ka oghimuon nu su sikan ian ka oghimuon to mgo otow no ogpatuutuu ka pogtuu ran dio to mgo anaranan to mgo og-ampu woy dio to mgo dalan oyow ogsayoon sikandan to mgo otow. Kono now kalingawi soini. To nigsayo on sikandan to mgo otow, sikan do ian ka igsayo kandan; wa duma no igsayo kandan.","So when you give to the needy, do not announce it with trumpets, as the hypocrites do in the synagogues and on the streets, to be honored by others. Truly I tell you, they have received their reward in full."
"Ko duon igkabulig now to mgo otow no publi, kono now ignangon to agad hontow. Awoson no kono ogkatagaan agad ka lagboy no alukuy now.","But when you give to the needy, do not let your left hand know what your right hand is doing,"
Kono now igpoitaga to mgo duma to nigbulig kow. Ka amoy now ro no dio to langit ka ogkataga to sikan woy sikandin ka ogbogoy to igsayo kaniu.”,"so that your giving may be in secret. Then your Father, who sees what is done in secret, will reward you."
"Ko og-ampu kow, kono now unugi ka mgo otow no ogpatuutuu ka pogtuu ran. Ogkoiniat sikandan to ogsasindog no og-ampu dio to mgo anaranan to mgo og-ampu woy dio to babalakan to mgo kalasara oyow ogkitoon sikandan to mgo otow no ogsayoon sikandan. To duon on ka pogsayo to mgo otow, sikan do ian ka igsayo kandan.","And when you pray, do not be like the hypocrites, for they love to pray standing in the synagogues and on the street corners to be seen by others. Truly I tell you, they have received their reward in full."
"Ko og-ampu ka, ogsolod ka to mgo sinabong nu dio to baloy now. Lokobi nu ka gumawan oyow kono ka ogkitoon. Nò, ampu ka dio to Amoy now no Magboboot no kono ogkitoon sikandin. Agad kono ka ogkitoon to duma nu, ogkitoon ka rod to Magboboot woy sikandin ka ogbogoy koykow to igsayo.","But when you pray, go into your room, close the door and pray to your Father, who is unseen. Then your Father, who sees what is done in secret, will reward you."
"Ko og-ampu kow, ko kow oggamit to kagi no waro pulus, su sikan ian ka batasan to mgo otow no nigtuu to mgo inotow-otow su nahan dan no ogdinogon sikandan ko ogmalayaton dan ka pog-ampu dan.","And when you pray, do not keep on babbling like pagans, for they think they will be heard because of their many words."
"Kono now ilingi sikandan, su ka Amoy tanow no Magboboot, nataga on no tahan to og-awoson now to waro kow pad nigbuyu kandin.","Do not be like them, for your Father knows what you need before you ask him."
"Soini ka kagi now ko og-ampu kow. ‘Amoy noy dio to langit, Ka ig-ampu noy koykow ian to ogtahuron ka ngaran nu.","This, then, is how you should pray: “Our Father in heaven, hallowed be your name,"
Ogkoiniatan noy to magaan ogkatuman ka Pogsugu nu kai to soin no kalibutan. Ogkatuman ka koykow no pogboot kai to soin no tano no unawa to songo natuman dio to Langit.,"your kingdom come, your will be done, on earth as it is in heaven."
